S.No	Player Name	Country	Role	Base Price(In Cr)	Tier	Age	Batting Style	Bowling Style	Form	Matches	Runs	Wickets	Average	Strike Rate	Economy	Capped Status	Primary Auction Category	Auction Tags
300	Ben McDermott	Australia	Wicketkeeper	0.75		31	Right-hand bat	N/A	Developing	23	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
301	Vijayakanth Viyaskanth	Sri Lanka	Bowler	0.75		24	Right-hand bat	Right Arm Leg Break	Developing	3	7	1	86	140	8.6	Capped	Bowlers	Capped Players | Bowlers
302	Shamar Joseph	West Indies	Bowler	0.75		26	Right-hand bat	Right Arm Fast	Emerging	1	0	0	0	0	11.75	Capped	Bowlers	Capped Players | Bowlers
303	Kamindu Mendis	Sri Lanka	All-Rounder	0.75		27	Left-hand bat	Left Arm Orthodox	Emerging	5	92	2	30.67	133.33	8.57	Capped	All-rounders	Capped Players | All-rounders
304	Bhanuka Rajapaksa	Sri Lanka	Batter	0.75		34	Left-hand bat	Right Arm Medium	Emerging	13	277	0	23.08	145.03	0	Capped	Batters	Capped Players | Batters
305	Josh Little	Ireland	Bowler	0.75		26	Right-hand bat	Left Arm Fast Medium	Developing	11	0	11	30.82	0	8.92	Capped	Bowlers	Capped Players | Bowlers
306	Sandeep Warrier	India	Bowler	0.75		35	Right-hand bat	Right Arm Fast	Developing	10	0	8	31.63	0	9.04	Capped	Bowlers	Capped Players | Bowlers
307	Dushan Hemantha	Sri Lanka	All-Rounder	0.75		31	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
308	William Sutherland	Australia	All-Rounder	0.75		26	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
309	Johnson Charles	West Indies	Wicketkeeper	0.75		37	Right-hand bat	N/A	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
310	Matthew Short	Australia	All-Rounder	0.75		30	Right-hand bat	Right Arm Off Spin	Developing	7	119	0	17	120.2	6.24	Capped	All-rounders	Capped Players | All-rounders
311	Charith Asalanka	Sri Lanka	Batter	0.75		28	Left-hand bat	Right Arm Off Spin	Developing	31	0	0	0	0	0	Capped	Batters	Capped Players | Batters
312	Pathum Nissanka	Sri Lanka	Batter	0.75		27	Right-hand bat	Right Arm Medium	Developing	3	86	0	28.67	145.76	0	Capped	Batters	Capped Players | Batters
313	Blessing Muzarabani	Zimbabwe	Bowler	0.75		29	Right-hand bat	Right Arm Fast	Developing	2	0	4	18.75	0	10.71	Capped	Bowlers	Capped Players | Bowlers
314	Dasun Shanaka	Sri Lanka	All-Rounder	0.75		34	Right-hand bat	Right Arm Medium	Developing	3	26	0	13	100	0	Capped	All-rounders	Capped Players | All-rounders
315	Siddharth Kaul	India	Bowler	0.4		35	Right-hand bat	Right Arm Medium Fast	Emerging	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
316	Lalit Yadav	India	All-Rounder	0.3		29	Right-hand bat	Right Arm Off Spin	Emerging	27	305	10	19.06	105.17	8.85	Uncapped	All-rounders	Uncapped Players | All-rounders
317	Wiaan Mulder	South Africa	All-Rounder	0.75		28	Right-hand bat	Right Arm Medium Fast	Developing	1	9	0	9	81.82	16	Capped	All-rounders	Capped Players | All-rounders
318	Lizaad Williams	South Africa	Bowler	0.75		32	Right-hand bat	Right Arm Fast Medium	Emerging	2	1	1	72	50	12	Capped	Bowlers	Capped Players | Bowlers
319	Junior Dala	South Africa	Bowler	0.75		36	Right-hand bat	Right Arm Medium Fast	Developing	1	0	0	0	0	11.33	Capped	Bowlers	Capped Players | Bowlers
320	Michael Neser	Australia	Bowler	0.75		36	Right-hand bat	Right Arm Medium Fast	Developing	1	0	0	0	0	15.5	Capped	Bowlers	Capped Players | Bowlers
321	Ben Dwarshuis	Australia	Bowler	0.75		31	Left-hand bat	Left Arm Fast	Developing	1	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
322	Mahedi Hasan	Bangladesh	All-Rounder	0.75		31	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
323	Dunith Wellalage	Sri Lanka	All-Rounder	0.75		23	Left-hand bat	Left Arm Orthodox	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
324	Roston Chase	West Indies	All-Rounder	0.75		34	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
325	Alick Athanaze	West Indies	Batter	0.75		27	Left-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
326	Ibrahim Zadran	Afghanistan	Batter	0.75		24	Right-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
327	Mikyle Louis	West Indies	Batter	0.75		25	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
328	Towhid Hridoy	Bangladesh	Batter	0.75		25	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
329	Brandon King	West Indies	Batter	0.75		31	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
330	Najibullah Zadran	Afghanistan	Batter	0.75		33	Left-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
331	Hilton Cartwright	Australia	Batter	0.75		34	Right-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
332	Gudakesh Motie	West Indies	Bowler	0.75		31	Left-hand bat	Left Arm Orthodox	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
333	Zak Foulkes	New Zealand	Bowler	0.75		23	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
334	Hasan Mahmud	Bangladesh	Bowler	0.75		26	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
335	Jeffery Vandersay	Sri Lanka	Bowler	0.75		36	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
336	Nqabayomzi Peter	South Africa	Bowler	0.75		24	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
337	Olly Stone	England	Bowler	0.75		32	Right-hand bat	Right Arm Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
338	Richard Ngarava	Zimbabwe	Bowler	0.75		28	Left-hand bat	Left Arm Fast Medium	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
339	Rishad Hossain	Bangladesh	Bowler	0.75		23	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
340	Tanzim Hasan Sakib	Bangladesh	Bowler	0.75		23	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
341	Zahir Khan Pakten	Afghanistan	Bowler	0.75		27	Right-hand bat	Left Arm Wrist Spin	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
342	Shoriful Islam	Bangladesh	Bowler	0.75		24	Left-hand bat	Left Arm Fast Medium	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
343	Waqar Salamkheil	Afghanistan	Bowler	0.75		27	Right-hand bat	Left Arm Wrist Spin	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
344	Qais Ahmad	Afghanistan	Bowler	0.75		25	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
345	Daryn Dupavillon	South Africa	Bowler	0.75		31	Right-hand bat	Right Arm Fast	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
346	Tanveer Sangha	Australia	Bowler	0.75		24	Right-hand bat	Right Arm Leg Break	Developing	0	0	0	0	0	0	Capped	Bowlers	Capped Players | Bowlers
347	Kyle Verreynne	South Africa	Wicketkeeper	0.75		28	Right-hand bat	N/A	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
348	Ollie Pope	England	Wicketkeeper	0.75		28	Right-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
349	Andre Fletcher	West Indies	Wicketkeeper	0.75		38	Right-hand bat	Right Arm Medium	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
350	Kusal Perera	Sri Lanka	Wicketkeeper	0.75		35	Left-hand bat	N/A	Developing	0	0	0	0	0	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
351	Litton Das	Bangladesh	Wicketkeeper	0.75		31	Right-hand bat	Right Arm Off Spin	Emerging	1	4	0	4	100	0	Capped	Wicketkeepers	Capped Players | Wicketkeepers
352	Karim Janat	Afghanistan	All-Rounder	0.75		27	Right-hand bat	Right Arm Medium Fast	Emerging	1	0	0	0	0	30	Capped	All-rounders	Capped Players | All-rounders
353	Suyash Prabhudessai	India	All-Rounder	0.3		28	Right-hand bat	Right Arm Off Spin	Emerging	11	126	0	12.6	118.87	0	Uncapped	All-rounders	Uncapped Players | All-rounders
354	Harry Tector	Ireland	Batter	0.5		26	Right-hand bat	Right Arm Off Spin	Developing	51	0	0	0	0	0	Capped	Batters	Capped Players | Batters
355	Urvil Patel	India	Wicketkeeper	0.3		26	Right-hand bat	N/A	Emerging	0	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
356	Vipraj Nigam	India	All-Rounder	0.3		21	Right-hand bat	Right Arm Leg Break	Emerging	17	154	12	19.25	179.07	9.34	Uncapped	All-rounders	Uncapped Players | All-rounders
357	Sanvir Singh	India	All-Rounder	0.3		29	Right-hand bat	Right Arm Fast	Emerging	6	25	0	12.5	119.05	0	Uncapped	All-rounders	Uncapped Players | All-rounders
358	Rajan Kumar	India	Bowler	0.3		29	Left-hand bat	Left Arm Fast	Emerging	0	0	0	0	0	0	Uncapped	Bowlers	Uncapped Players | Bowlers
359	Shivam Singh	India	All-Rounder	0.3		30	Left-hand bat	Right Arm Off Spin	Emerging	1	2	0	0	66.67	0	Uncapped	All-rounders	Uncapped Players | All-rounders
360	Digvesh Singh	India	Bowler	0.3		26	Right-hand bat	Right Arm Off Spin	Emerging	15	1	16	31.25	33.33	8.33	Uncapped	Bowlers	Uncapped Players | Bowlers
361	Leus Du Plooy	England	Batter	0.5		30	Left-hand bat	Right Arm Off Spin	Developing	0	0	0	0	0	0	Capped	Batters	Capped Players | Batters
362	Vansh Bedi	India	Wicketkeeper	0.3		23	Right-hand bat	N/A	Emerging	0	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
363	Yash Dhull	India	Batter	0.3		23	Right-hand bat	Right Arm Off Spin	Emerging	4	16	0	5.33	69.57	0	Uncapped	Batters	Uncapped Players | Batters
364	Vidwath Kaverappa	India	Bowler	0.3		27	Right-hand bat	Right Arm Fast Medium	Emerging	1	0	2	18	0	9	Uncapped	Bowlers	Uncapped Players | Bowlers
365	Vicky Ostwal	India	All-Rounder	0.3		23	Left-hand bat	Left Arm Orthodox	Emerging	0	0	0	0	0	0	Uncapped	All-rounders	Uncapped Players | All-rounders
366	Kumar Kartikeya Singh	India	Bowler	0.3		28	Right-hand bat	Left Arm Orthodox	Emerging	16	12	12	33.92	70.59	8.66	Uncapped	Bowlers	Uncapped Players | Bowlers
367	Ashwani Kumar	India	Bowler	0.3		24	Left-hand bat	Left Arm Fast Medium	Emerging	7	0	11	21.09	0	11.32	Uncapped	Bowlers	Uncapped Players | Bowlers
368	Brandon McMullen	Scotland	All-Rounder	0.3		26	Right-hand bat	Right Arm Medium Fast	Developing	0	0	0	0	0	0	Capped	All-rounders	Capped Players | All-rounders
369	Vignesh Puthur	India	Bowler	0.3		25	Right-hand bat	Left Arm Wrist Spin	Emerging	5	0	6	18.17	0	9.08	Uncapped	Bowlers	Uncapped Players | Bowlers
370	Abhinandan Singh	India	Bowler	0.3		29	Right-hand bat	Right Arm Medium Fast	Emerging	2	0	3	22.67	0	10.2	Uncapped	Bowlers	Uncapped Players | Bowlers
371	Himanshu Sharma	India	Bowler	0.3		27	Right-hand bat	Right Arm Leg Spin	Emerging	2	0	0	0	0	11.4	Uncapped	Bowlers	Uncapped Players | Bowlers
372	Upendra Singh Yadav	India	Wicketkeeper	0.3		28	Right-hand bat	N/A	Emerging	0	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
373	Shrijith Krishnan	India	Wicketkeeper	0.3		29	Right-hand bat	N/A	Emerging	0	0	0	0	0	0	Uncapped	Wicketkeepers	Uncapped Players | Wicketkeepers
